epoch,dice_hard,loss,val_dice_hard,val_loss
0,0.1065436706662178,1.0859240655899048,0.1245278871893883,28.91188201904297
1,0.1134208356142044,1.1481714611053467,0.1174089823961258,16.37333450317383
2,0.1012605791091919,1.1039730205535889,0.1156470372676849,35.87303314208984
3,0.1045447408556938,1.0801626806259155,0.1248429759740829,24.42978248596191
4,0.1037869795560837,1.1413988237380981,0.1140394498705864,17.20041618347168
5,0.0991851975321770,1.0787300958633423,0.1379854723215103,43.83197937011719
6,0.1111505915522575,1.0851832990646362,0.1240451623797417,13.39865932464600
7,0.1124208847284317,1.1159455671310425,0.1245428442358971,36.73229370117188
8,0.1082556461095810,1.1050515537261963,0.1216628446578979,33.6074348449707
9,0.1051023219823837,1.1029184951782227,0.1185756295323372,35.92753372192383
10,0.1157057403922081,1.0332708721160889,0.1515036716461182,40.21047744750977
11,0.1011424799561501,1.0710176591873170,0.1435328915119171,55.33222732543945
12,0.1147796481251717,1.0621718530654907,0.1555255397558212,66.08615264892578
13,0.1156559183597565,1.1261693601608276,0.2241151397228241,53.13027343750000
14,0.1208833947181702,1.0813876752853394,0.1226949065327644,32.54902801513672
15,0.1079790189266205,1.0616484775543213,0.1846866949796677,59.51045379638672
16,0.1156264215111733,0.9888878955841064,0.1414547159671783,46.94038162231445
17,0.1185633882284164,1.0939044847488403,0.1185356581807137,46.44296035766602
18,0.1163096546530724,1.0475166931152344,0.1313300644159317,48.03159484863281
19,0.1166180788874626,1.0454965724945068,0.1485603942871094,47.05232772827148
