Scan Name,Dice Coefficient,Jaccard Index
154,0.0013815935247578953,0.0006912742924220686
155,0.4627659574468085,0.30103806228373703
155_0,0.401244167962675,0.2509727626459144
155_1,0.4383983572895277,0.2807363576594346
155_2,0.4782375067168189,0.3142655367231638
155_3,0.4694533762057878,0.3067226890756303
155_4,0.503945885005637,0.33685003767897514
155_5,0.5073056691992986,0.3398590446358653
155_6,0.4898668210770122,0.3243865030674847
155_7,0.45513963161021986,0.2946153846153846
156,0.01598721023181455,0.008058017727639
157,0.0028845316987653707,0.0014443489845977612
158,0.004357670782244628,0.0021835930810070216
159,0.0,0.0
15_0,0.0028619869032990622,0.0014330441284132152
15_1,0.004271692186886533,0.002140417696218071
15_2,0.005916969482586745,0.0029672633446218353
15_3,0.006748831006057879,0.0033858407365009754
15_4,0.007881079003011469,0.003956128783249172
15_5,0.008205259699674674,0.004119530759699403
15_6,0.007279140612473946,0.003652865165827205
15_7,0.005617526683251745,0.0028166747143087076
16,0.012270450751252087,0.006173098727585772
160,0.001505596892797137,0.0007533655788358864
161,0.0011006106272422296,0.0005506083163033005
162,0.002184524012697546,0.0010934563471723903
163,0.015245144642129567,0.00768112223077581
163_0,0.7628415300546448,0.6166077738515902
163_1,0.8318042813455657,0.7120418848167539
163_2,0.014030975303474257,0.007065052439888038
163_3,0.014224079816637454,0.007162983331635944
163_4,0.013568798581753716,0.006830741770500807
163_5,0.010899810652836092,0.005479769551685319
163_6,0.0077119142539703285,0.003870883086209159
163_7,0.00520630842306327,0.0026099483094652997
164,0.7544783983140148,0.6057529610829103
164_0,0.02127739558663208,0.01075309673987385
164_1,0.025920239922881932,0.01313029009621645
164_2,0.025024714023443015,0.0126708998341056
164_3,0.7926960257787325,0.6565836298932385
164_4,0.7764976958525346,0.6346516007532956
164_5,0.746268656716418,0.5952380952380952
164_6,0.5767634854771784,0.40524781341107874
164_7,0.34443541835905767,0.20804710500490678
165,0.0029193528767789806,0.0014618102083079547
166,0.004616322619980838,0.002313501244052556
167,0.6101694915254238,0.43902439024390244
167_0,0.24957727426445722,0.14258114374034003
167_1,0.33346139070303493,0.2000922083909636
167_2,0.47183673469387755,0.3087606837606838
167_3,0.5173375846950976,0.3489247311827957
167_4,0.7101947308132875,0.5506216696269982
167_5,0.6995515695067265,0.5379310344827586
167_6,0.587440918298447,0.41586998087954113
167_7,0.4780405405405405,0.31409544950055496
168,0.002531129989526359,0.0012671686790858908
169,0.004624277456647399,0.002317497103128621
16_0,0.006901154452380614,0.003462524935879168
16_1,0.009492766054783554,0.004769018616410021
16_2,0.011085360064780945,0.005573572561737495
16_3,0.01232234124483652,0.006199365973934484
16_4,0.01060601763888495,0.005331280647736344
16_5,0.009295296750923113,0.0046693498718077256
16_6,0.008189984571683993,0.004111830198786721
16_7,0.007605217466171132,0.003817123761235308
17,0.0013985237804539652,0.000699751199573485
170,0.0012991683002934729,0.0006500063839912714
171,0.003028545653714801,0.0015165693265786842
172,0.0029046487953851372,0.001454436711613745
173,0.0011529541097451436,0.0005768095723560659
174,0.0016426239865220595,0.0008219871011254901
175,0.002294455066921606,0.0011485451761102604
176,0.008418980975289744,0.004227285204501784
177,0.32779568559385075,0.19602609727164888
177_0,0.2138813168379115,0.11974641934726461
177_1,0.25456947808852676,0.1458491042139793
177_2,0.3119750419966403,0.18481660506113165
177_3,0.3376110562685094,0.20308788598574823
177_4,0.3070072650574174,0.18133997785160577
177_5,0.30784030784030786,0.18192154633314384
177_6,0.26476377952755903,0.15258082813386273
177_7,0.20396988364134155,0.11356707317073171
178,0.001092945944715151,0.0005467717683510275
179,0.0016405510568934694,0.0008209489327663874
18,0.03496503496503497,0.017793594306049824
180,0.007483803708392286,0.0037559562739418856
180_0,0.04692260816575259,0.024024960998439936
180_1,0.1028673835125448,0.05422255809559796
180_2,0.010346538161717808,0.0052001709645248615
180_3,0.007490779843687298,0.0037594706051596815
180_4,0.0068998247663551405,0.0034618554812711785
180_5,0.008761577799234702,0.004400064654011242
180_6,0.011100120892405758,0.005581035530750953
180_7,0.6152099886492622,0.44426229508196724
181,0.0018581677055157003,0.0009299478522913208
182,0.8139059304703476,0.6862068965517242
182_0,0.7625368731563422,0.6162097735399285
182_1,0.804093567251462,0.6723716381418093
182_2,0.8246983676366217,0.7016908212560387
182_3,0.840253342716397,0.7245145631067961
182_4,0.7911301859799714,0.6544378698224852
182_5,0.7391304347826086,0.5862068965517241
182_6,0.033748801534036435,0.017164033547883754
182_7,0.029895850196967243,0.015174756217815274
183,0.0005732978113512967,0.00028673109683077807
184,0.0018133352675576188,0.0009074904259760059
185,0.0015678006190109341,0.0007845152912851172
186,0.00047107014848950333,0.00023559056408575495
187,0.0025306638910998183,0.0012669350389276008
188,0.001149978291226135,0.0005753199483386169
189,0.0007330184069066623,0.00036664358170041147
19,0.0,0.0
190,0.37681159420289856,0.23214285714285715
190_0,0.0,0.0
190_1,0.0,0.0
190_2,0.0,0.0
190_3,0.30977872947894364,0.18327702702702703
190_4,0.23228166438042983,0.1314019658561821
190_5,0.1664050235478807,0.09075342465753425
190_6,0.0,0.0
190_7,0.0,0.0
191,0.2387332521315469,0.1355463347164592
191_0,0.042033235581622676,0.021467798302546182
191_1,0.23255813953488372,0.13157894736842105
191_2,0.11673151750972763,0.06198347107438017
191_3,0.0,0.0
192,0.001906493811227782,0.000954156452299517
193,0.0015889409708429332,0.0007951021706289258
194,0.7261146496815286,0.57
194_0,0.0027992633517495394,0.0014015933903806432
194_1,0.45274725274725275,0.29261363636363635
194_2,0.5882352941176471,0.4166666666666667
194_3,0.6397984886649875,0.4703703703703704
194_4,0.8859504132231405,0.7952522255192879
194_5,0.023739309938071364,0.012012236066552264
194_6,0.03457041179461108,0.01758923952405587
194_7,0.1162340178225494,0.061703002879473466
195,0.0016552131825907043,0.0008282920912896212
196,0.0009849582799814265,0.0004927217951966664
197,0.007281695930471548,0.003654152177756822
197_0,0.0024061008931120266,0.0012044995202417166
197_1,0.0049928228172002745,0.002502659075267472
197_2,0.006912162981527144,0.003468067414363072
197_3,0.007067137809187279,0.0035460992907801418
197_4,0.008239656288623389,0.004136871343301224
197_5,0.007235685267902257,0.0036309789443790823
197_6,0.0034398034398034397,0.0017228648781688408
197_7,0.0375234521575985,0.019120458891013385
198,0.8141493542953397,0.6865530303030303
198_0,0.7877984084880637,0.649890590809628
198_1,0.7958251793868232,0.6608884073672806
198_2,0.7894088669950738,0.6520854526958291
198_3,0.7943661971830986,0.6588785046728972
198_4,0.7840490797546013,0.644803229061554
198_5,0.6976069615663524,0.5356347438752784
198_6,0.02308854020016894,0.011679096747462191
198_7,0.019158170471763526,0.009671731577036768
199,0.013291634089132134,0.006690279417552145
199_0,0.01064113980409617,0.005349029788948322
199_1,0.013062376260155202,0.006574124977093641
199_2,0.01353061647145454,0.006811389384426476
