Scan Name,Dice Coefficient,Jaccard Index
154,0.0005603869842192911,0.00028027202250637223
155,0.010122320985946344,0.005086906141367324
155_0,0.008926100193744811,0.004483058210251955
155_1,0.009849376052406985,0.0049490606057093845
155_2,0.01025144844903648,0.005152132635576344
155_3,0.010091468331682141,0.005071322712115599
155_4,0.010440313900828542,0.005247549984940806
155_5,0.010106487303436898,0.005078908614431985
155_6,0.009757672921880947,0.00490275620668073
155_7,0.008850068744006562,0.004444702332598352
156,0.0006497930094848818,0.0003250020967877212
157,0.0030888442130769947,0.001546811035696665
158,0.0014168831349233911,0.0007089438127276266
159,0.00065641548160812,0.0003283154964914344
15_0,0.0010927598719570498,0.0005466786302135018
15_1,0.001617035949324947,0.0008091722049347605
15_2,0.002188951741941624,0.0010956750608873778
15_3,0.0024998809580496165,0.001251504785515918
15_4,0.002930577478631206,0.001467438961100937
15_5,0.0030528343062255162,0.001528750664349654
15_6,0.002709380184524307,0.0013565277669879705
15_7,0.0020923003347680536,0.0010472457436940846
16,0.010582269798887881,0.005319279927106164
160,0.0006762617426971083,0.0003382452425071326
161,0.0005077827471046618,0.0002539558507521
162,0.0017746967071057193,0.000888136439960589
163,0.005560233802258768,0.002787867498680575
163_0,0.00449895424588807,0.002254548678619152
163_1,0.005150827766846716,0.0025820637662949584
163_2,0.005220468222424341,0.002617065264236148
163_3,0.00523566705127728,0.0026247045652444336
163_4,0.004926596192409576,0.002469380917517714
163_5,0.004092457390842044,0.0020504243325280306
163_6,0.0029208282280721296,0.001462550042760997
163_7,0.0019041966515814725,0.0009530056809039939
164,0.006288744388743699,0.0031542904575796353
164_0,0.003913271937830139,0.0019604718987482075
164_1,0.0050215803452855244,0.002517110107965301
164_2,0.006127289953595807,0.0030730597408363163
164_3,0.006647227097469632,0.0033346967921742084
164_4,0.005029245406507706,0.0025209619714613293
164_5,0.004536272948508476,0.002273292612144496
164_6,0.0039063578389421085,0.001957001293142197
164_7,0.0030042086609812827,0.001504364042233114
165,0.0023419584627644868,0.001172352031262721
166,0.00476118728341118,0.0023862743913490004
167,0.007162060436606087,0.003593900083102194
167_0,0.00397105114477118,0.0019894757273178202
167_1,0.004667896381304752,0.002339408248300695
167_2,0.006223988198112344,0.003121708838540682
167_3,0.006983976669859137,0.0035042250479198726
167_4,0.0066796308965249756,0.003351007193855766
167_5,0.005880547343252718,0.0029489443751316495
167_6,0.004731215243350433,0.00237121699066097
167_7,0.003055198695872783,0.0015299364779024192
168,0.00232120702765438,0.001161952079493549
169,0.0013208010812139083,0.0006608369576910664
16_0,0.006253385198680388,0.0031364994690178064
16_1,0.008378481308124179,0.004206864220681487
16_2,0.009654240619050543,0.004850534422749376
16_3,0.010545677498467198,0.005300788954635109
16_4,0.00895167322713951,0.004495959795033504
16_5,0.007739938080495356,0.003885003885003885
16_6,0.006880536681861185,0.0034521446448606196
16_7,0.0064661265934822425,0.0032435498988703073
17,0.0006068691811600835,0.0003035266910772789
170,0.0011700916223529288,0.0005853882901435247
171,0.0008055531750792699,0.0004029388818874686
172,0.001300180520931832,0.0006505131527308112
173,0.00047039004085829776,0.00023525035014005603
